State,Agency type,Agency name,Agency unit,"Race/Ethnicity/Ancestry",Religion,"Sexual_orientation",Disability,Gender,"Gender_identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population1
,,Chesterfield,,1,1,0,0,0,0,2,0,0,0,
,,Georgetown,,2,0,0,0,0,0,1,0,0,1,
,,Oconee,,0,2,0,0,0,0,0,0,1,1,
,,Orangeburg,,2,0,0,0,0,0,0,2,0,0,
,State Police Agencies,,,4,0,0,0,0,0,,,,,
,,Highway Patrol:,Chesterfield County,1,0,0,0,0,0,0,1,0,0,
,,,Lancaster County,1,0,0,0,0,0,0,0,0,1,
,,,Lee County,1,0,0,0,0,0,0,1,0,0,
,,,York County,1,0,0,0,0,0,0,0,1,0,
South Dakota,Total,,,15,0,1,0,0,1,,,,,
,Cities,,,10,0,1,0,0,1,,,,,
,,Aberdeen,,1,0,0,0,0,0,0,0,1,0,"28,494"
,,Box Elder,,1,0,0,0,0,0,0,0,0,1,"10,402"
,,Flandreau,,1,0,0,0,0,0,0,0,1,0,"2,314"
,,Madison,,0,0,1,0,0,0,0,0,1,0,"7,357"
,,Mobridge,,2,0,0,0,0,0,0,0,1,1,"3,442"
,,Rapid City,,2,0,0,0,0,1,0,0,2,1,"78,492"
,,Sioux Falls,,1,0,0,0,0,0,0,0,1,0,"187,370"
,,Tea,,1,0,0,0,0,0,0,1,0,0,"6,340"
,,Watertown,,1,0,0,0,0,0,0,0,1,0,"22,248"
,Nonmetropolitan Counties,,,4,0,0,0,0,0,,,,,
,,Brookings,,1,0,0,0,0,0,0,1,0,0,
,,Brown,,1,0,0,0,0,0,1,0,0,0,
,,Marshall,,1,0,0,0,0,0,0,0,1,0,
,,Roberts,,1,0,0,0,0,0,1,0,0,0,
,Tribal Agencies,,,1,0,0,0,0,0,,,,,
,,Sisseton-Wahpeton Tribal,,1,0,0,0,0,0,0,0,0,1,
Tennessee,Total,,,56,4,16,2,0,2,,,,,
,Cities,,,43,4,12,2,0,1,,,,,
,,Cleveland,,9,0,0,0,0,0,1,3,3,2,"45,994"
,,Collierville,,1,0,1,0,0,1,1,0,1,1,"51,677"
,,Fairview,,1,0,0,0,0,0,0,0,1,0,"9,300"
,,Franklin,,2,1,0,0,0,0,2,1,0,0,"85,722"
,,Germantown,,2,0,0,0,0,0,0,0,1,1,"39,264"
,,Goodlettsville,,0,0,1,0,0,0,1,0,0,0,"16,896"
,,Hendersonville,,0,0,1,0,0,0,0,0,1,0,"58,901"
,,Jackson,,3,0,1,2,0,0,2,1,1,2,"67,234"
,,Knoxville,,3,0,2,0,0,0,1,2,2,0,"188,672"
,,Lebanon,,3,0,0,0,0,0,0,0,2,1,"37,832"
,,Manchester,,3,0,0,0,0,0,0,1,1,1,"11,145"
,,Maryville,,1,0,0,0,0,0,0,1,0,0,"30,006"
,,Memphis,,5,1,4,0,0,0,2,3,2,3,"650,937"
,,Metropolitan Nashville Police Department,,3,1,2,0,0,0,0,2,2,2,"688,013"
,,Murfreesboro,,3,0,0,0,0,0,0,1,0,2,"151,769"
,,Pigeon Forge,,1,0,0,0,0,0,0,1,0,0,"6,311"
,,Rogersville,,1,0,0,0,0,0,0,0,1,0,"4,368"
,,Shelbyville,,1,0,0,0,0,0,0,0,0,1,"22,306"
,,Spring Hill2,,1,1,0,0,0,0,1,0,0,0,"45,765"
,Universities and Colleges,,,1,0,0,0,0,0,,,,,
,,Vanderbilt University,,1,0,0,0,0,0,1,0,0,0,"13,634"
,Metropolitan Counties,,,11,0,2,0,0,1,,,,,
,,Anderson,,1,0,1,0,0,0,0,0,0,2,
,,Blount,,4,0,0,0,0,0,1,2,0,1,
,,Knox2,,1,0,0,0,0,1,0,0,1,0,
,,Montgomery,,1,0,0,0,0,0,0,1,0,0,
,,Rutherford,,1,0,0,0,0,0,1,0,0,0,
,,Shelby,,2,0,0,0,0,0,1,1,0,0,
,,Washington,,1,0,1,0,0,0,0,2,0,0,
,Nonmetropolitan Counties,,,1,0,2,0,0,0,,,,,
,,Cocke,,0,0,1,0,0,0,0,0,0,1,
,,Warren,,1,0,1,0,0,0,1,0,0,1,
Texas,Total,,,288,31,70,6,9,7,,,,,
,Cities,,,248,27,62,3,8,7,,,,,
,,Abilene2,,3,3,0,0,0,0,0,0,5,0,"124,061"
,,Addison,,1,0,0,0,0,0,1,0,0,0,"16,778"
,,Amarillo,,2,0,0,0,0,0,0,0,1,1,"200,296"
,,Anna,,1,0,0,0,0,0,0,0,0,1,"16,036"
,,Aransas Pass,,0,0,1,0,0,0,0,1,0,0,"8,414"
,,Arlington,,13,0,0,0,0,0,4,6,2,1,"402,700"
,,Austin2,,13,2,8,0,0,2,3,9,4,6,"1,000,276"
,,Baird,,1,0,0,0,0,0,0,0,1,0,"1,485"
,,Balch Springs,,0,0,1,0,0,0,0,1,0,0,"25,189"
,,Beaumont,,0,0,1,0,0,0,0,0,0,1,"116,766"
,,Bellmead,,0,0,1,0,0,0,1,0,0,0,"10,835"
,,Benbrook,,1,0,0,0,0,0,0,1,0,0,"23,766"
,,Brenham,,1,1,0,0,0,1,2,0,1,0,"18,106"
,,Burkburnett,,1,0,0,0,0,0,0,0,1,0,"11,321"
,,Burleson,,1,0,0,0,0,0,0,0,0,1,"49,660"
,,Caldwell,,1,0,0,0,0,0,0,0, ,1,"4,403"
,,Carrollton,,4,0,1,0,0,0,0,1,1,3,"141,745"
,,Cedar Park,,2,0,1,0,0,0,0,0,2,1,"82,653"
,,Cibolo,,1,0,0,0,0,0,0,1,0,0,"32,777"
,,Cleburne,,0,1,0,0,0,0,1,0,0,0,"31,486"
,,Clifton,,1,0,0,0,0,0,0,1,0,0,"3,446"
,,College Station,,1,1,0,0,0,0,0,0,1,1,"120,831"
,,Comanche,,0,1,0,0,0,0,0,1,0,0,"4,183"
,,Coppell,,4,0,0,0,0,0,1,3,0,0,"41,807"
,,Corpus Christi,,2,0,0,0,0,0,0,1,1,0,"329,050"
,,Corrigan,,1,0,0,0,0,0,0,0,1,0,"1,613"
,,Crockett,,1,0,0,0,0,0,0,0,1,0,"6,327"
,,Crowley,,1,0,0,0,0,0,0,0,1,0,"16,909"
,,Dallas,,24,3,11,0,0,0,5,10,17,6,"1,363,028"
,,Deer Park,,1,0,0,0,0,0,0,0,1,0,"33,631"
,,Denton,,8,0,0,0,0,0,1,2,2,3,"144,569"
,,Elgin,,2,1,0,0,0,0,1,1,0,1,"10,567"
,,El Paso,,2,0,0,0,5,0,0,0,0,7,"685,288"
,,Fort Worth,,4,1,5,1,0,0,6,2,2,1,"929,509"
,,Galena Park,,3,0,0,0,0,0,0, ,1,2,"10,740"
,,Garland,,3,0,0,0,0,0,0,0,2,1,"241,845"
,,Gatesville,,0,2,0,0,0,0,0,0,2,0,"12,394"
,,Greenville,,1,0,0,0,0,0,0,1,0,0,"29,209"
,,Hamilton,,1,0,0,0,0,0,1,0,0,0,"3,005"
,,Hempstead,,1,0,0,0,0,0,0,0,1,0,"8,699"
,,Henderson,,2,0,0,0,0,0,0,0,1,1,"13,093"
,,Hewitt,,1,1,0,0,0,0,1,0,0,1,"15,092"
,,Hollywood Park,,1,0,0,0,0,0,0,0,1,0,"3,370"
,,Houston,,31,1,8,0,0,3,7,23,12,1,"2,346,155"
,,Huntsville,,0,0,1,0,0,0,0,0,1,0,"42,648"
,,Hurst,,6,0,0,0,0,0,0,2,4,0,"38,796"
,,Irving,,1,1,1,0,0,0,2,1,0,0,"242,976"
,,Jarrell,,1,0,0,0,0,0,0,0,0,1,"1,953"
,,Jonestown,,1,0,0,0,0,0,0,1,0,0,"2,139"
,,Kaufman,,0,1,0,0,0,0,0,0,0,1,"7,930"
,,Kennedale,,1,0,0,0,0,0,0,0,1,0,"8,881"
,,Killeen,,0,0,1,0,0,0,1,0,0,0,"154,417"
,,Kingsville,,1,0,0,0,0,0,1,0,0,0,"25,195"
,,Kyle,,1,0,0,0,0,0,0,0,0,1,"51,306"
,,Lacy-Lakeview,,1,0,0,0,0,0,0,0,0,1,"6,748"
,,Lampasas,,1,0,0,0,0,0,0,0,1,0,"8,132"
,,Laredo,,0,0,1,0,0,0,0,1,0,0,"265,515"
,,Leander,,2,0,0,0,1,0,0,3,0,0,"68,571"
,,Leon Valley,,3,1,0,0,0,0,0,0,2,2,"12,453"
,,Little Elm,,1,0,0,0,0,0,0,0,0,1,"57,482"
,,Live Oak,,0,0,1,0,0,0,0,0,0,1,"16,910"
,,Lockhart,,2,0,0,0,0,0,0,0,1,1,"14,297"
,,Lubbock,,5,0,2,0,0,0,1,0,2,4,"262,146"
,,Lytle,,1,0,0,0,0,0,1,0,0,0,"3,135"
,,Mansfield,,1,0,0,0,0,0,0,0,0,1,"74,360"
,,McKinney,,5,0,2,0,0,0,1,0,3,3,"208,335"
,,Mesquite,,0,0,1,0,0,0,0,0,1,0,"141,325"
,,Midland,,1,0,0,0,0,0,1,0,0,0,"150,529"
,,Missouri City,,0,0,0,1,1,0,0,1,0,1,"76,476"
,,Montgomery,,0,0,0,0,1,0,1,0,0,0,"1,488"
,,Mount Pleasant,,1,0,0,0,0,0,0,0,0,1,"15,974"
,,Navasota,,1,0,0,0,0,0,0,1,0,0,"8,104"
,,New Boston,,0,1,0,0,0,0, ,0,0,1,"4,588"
,,New Braunfels,,2,0,0,0,0,0,0,1,0,1,"94,751"
,,Odessa,,0,0,2,0,0,0,0,0,2,0,"126,288"
,,Palestine,,2,1,0,0,0,0,0,1,1,1,"17,625"
,,Pampa,,2,0,0,0,0,0,0,1,1,0,"16,975"
,,Pasadena,,2,0,0,0,0,0,0,1,1,0,"151,421"
,,Pelican Bay,,0,0,1,0,0,0,0,0,1,0,"2,064"
,,Plainview,,1,0,1,0,0,0,0,1,0,1,"19,926"
,,Plano,,1,1,0,0,0,0,0,2,0,0,"290,786"
,,Pleasanton,,3,0,0,0,0,0,0,0,2,1,"11,006"
,,Rio Grande City,,4,0,0,1,0,0,1,2,0,2,"14,587"
,,Robinson,,1,0,0,0,0,0,1,0,0,0,"12,087"
,,Rockport,,0,0,1,0,0,0,0,0,0,1,"10,672"
,,Round Rock,,4,0,0,0,0,0,0,0,3,1,"137,593"
,,Rowlett,,2,0,0,0,0,0,0,2,0,0,"68,810"
,,San Antonio,,10,2,3,0,0,1,3,8,4,1,"1,573,189"
,,San Saba,,3,1,0,0,0,0,2,0,2,0,"3,164"
,,Seabrook,,6,0,0,0,0,0,0,4,2,0,"14,415"
,,Sherman,,3,0,0,0,0,0,0,0,2,1,"44,611"
,,Silsbee,,1,0,0,0,0,0,0,0,0,1,"6,613"
,,Spur,,4,0,0,0,0,0,2,0,2,0,"1,186"
,,Stafford,,1,0,0,0,0,0,0,0,1,0,"17,423"
,,Sugar Land,,1,0,0,0,0,0,1,0,0,0,"119,671"
,,Sweeny,,1,0,0,0,0,0,0,0,0,1,"3,716"
,,Texas City,,2,0,1,0,0,0,1,0,2,0,"50,660"
,,The Colony,,4,0,0,0,0,0,0,1,3,0,"45,419"
,,Tyler,,1,0,3,0,0,0,1,1,0,2,"108,139"
,,University Park,,1,0,0,0,0,0,0,0,1,0,"25,253"
,,Uvalde,,2,0,0,0,0,0,0,0,0,2,"16,027"
,,Victoria,,1,0,0,0,0,0,0,0,1,0,"67,407"
,,Waco,,1,0,0,0,0,0,0,0,0,1,"140,870"
,,Watauga,,2,0,0,0,0,0,0,1,1,0,"24,588"
,,West2,,1,0,1,0,0,0,1,0,0,0,"3,008"
,,Willis,,0,0,1,0,0,0,0,0,0,1,"7,166"
,Universities and Colleges,,,7,1,3,0,0,0,,,,,
,,Angelo State University,,0,1,0,0,0,0,0,0,1,0,"11,737"
,,Trinity Valley Community College,,4,0,0,0,0,0,1,0,2,1,"9,896"
,,University of Texas:,Arlington,1,0,2,0,0,0,0,0,0,3,"60,035"
,,,Austin,2,0,0,0,0,0,1,0,0,1,"55,128"
,,,Permian Basin,0,0,1,0,0,0,0,1,0,0,"8,165"
,Metropolitan Counties,,,26,2,4,3,0,0,,,,,
,,Ellis,,4,0,0,1,0,0,0,1,1,3,
,,Fort Bend,,5,0,0,0,0,0,0,4,0,1,
,,Galveston,,1,0,1,0,0,0,0,1,0,1,
,,Harris,,5,1,0,0,0,0,2,2,2,0,
,,Johnson,,1,0,0,0,0,0,0,1,0,0,
,,Lubbock,,1,0,0,2,0,0,0,0,0,3,
,,Parker,,0,0,1,0,0,0,1,0,0, ,
,,Potter,,1,0,0,0,0,0,1,0,0,0,
,,Tarrant,,1,1,0,0,0,0,0,0,1,1,
,,Travis,,5,0,0,0,0,0,3,0,1,1,
,,Williamson,,2,0,2,0,0,0,0,3,1,0,
,Nonmetropolitan Counties,,,5,1,1,0,1,0,,,,,
,,Cherokee,,0,0,1,0,0,0,1,0,0,0,
,,Hill,,1,0,0,0,0,0,0,0,0,1,
,,Moore,,1,0,0,0,0,0,0,1,0,0,
,,San Augustine,,0,0,0,0,1,0,0,1,0,0,
,,Van Zandt,,2,0,0,0,0,0,0,1,0,1,
,,Willacy,,1,0,0,0,0,0,0,0,0,1,
,,Zavala,,0,1,0,0,0,0,0,0,0,1,
,Other Agencies,,,2,0,0,0,0,0,,,,,
,,Independent School District:,Barbers Hill,1,0,0,0,0,0,0,0,0,1,
,,,Houston,1,0,0,0,0,0,0,0,0,1,
Utah,Total,,,20,12,6,1,0,7,,,,,
,Cities,,,14,6,4,1,0,5,,,,,
,,Ephraim,,3,0,0,0,0,0,0,3,0,0,"7,450"
,,Layton,,1,1,0,0,0,1,0,1,0,2,"79,240"
,,Lindon,,0,0,0,0,0,2,0,2,0,0,"11,218"
,,North Salt Lake,,0,0,1,0,0,0,0,0,0,1,"21,540"
,,Ogden,,0,0,0,0,0,1,0,0,1,0,"88,309"
,,Perry,,1,0,0,0,0,0,0,0,1,0,"5,335"
,,Price,,0,0,0,0,0,1,1,0,0,0,"8,291"
,,Roosevelt,,2,0,0,0,0,0,0,1,1,0,"7,359"
,,Salem,,0,1,0,0,0,0,1,0,0,0,"8,902"
,,Salt Lake City2,,1,0,2,0,0,0,0,1,1,0,"202,187"
,,Springville,,1,0,0,0,0,0,0,0,0,1,"33,728"
,,Sunset,,0,2,0,0,0,0,0,2,0,0,"5,387"
,,Tooele2,,3,1,0,0,0,0, , ,1,2,"36,527"
,,Washington,,0,0,1,0,0,0,0,0,0,1,"30,622"
,,West Valley,,2,1,0,1,0,0,1,1,2,0,"135,887"
,Universities and Colleges,,,0,0,1,0,0,0,,,,,
,,Dixie State University,,0,0,1,0,0,0,0,1,0,0,"12,263"
,Metropolitan Counties,,,1,4,0,0,0,2,,,,,
,,Davis,,1,0,0,0,0,0,0,0,0,1,
,,Tooele,,0,2,0,0,0,2, , ,0,4,
,,Weber,,0,2,0,0,0,0,0,1,0,1,
,Nonmetropolitan Counties,,,0,1,0,0,0,0,,,,,
,,Sanpete,,0,1,0,0,0,0,0,1,0,0,
,State Police Agencies,,,1,0,0,0,0,0,,,,,
,,Utah Highway Patrol,,1,0,0,0,0,0,0,1,0,0,
,Other Agencies,,,4,1,1,0,0,0,,,,,
,,Parks and Recreation,,2,0,0,0,0,0,0,2,0,0,
,,Utah Transit Authority,,2,1,1,0,0,0,1,2,0,1,
Vermont,Total,,,42,9,6,3,0,0,,,,,
,Cities,,,24,7,5,3,0,0,,,,,
,,Barre,,1,1,0,0,0,0,0,0,1,1,"8,471"
,,Bellows Falls,,0,0,0,1,0,0,0,0,0,1,"2,946"
,,Burlington,,1,0,1,0,0,0,0,0,1,1,"42,862"
,,Colchester,,0,0,1,0,0,0,0,0,1,0,"17,129"
,,Dover,,0,1,0,0,0,0,0,0,1,0,"1,052"
,,Essex,,2,0,0,0,0,0,0,0,1,1,"22,156"
,,Hartford,,0,2,1,0,0,0,1,1,0,1,"9,515"
,,Manchester,,2,0,0,0,0,0,0,0,1,1,"4,206"
,,Middlebury,,5,0,0,0,0,0,0,0,3,2,"8,813"
,,Milton,,2,0,0,1,0,0,0,1,2,0,"10,882"
,,Montpelier,,1,1,0,0,0,0,0,1,1,0,"7,321"
,,Morristown,,2,0,0,0,0,0,0,0,2,0,"5,532"
,,Norwich,,1,0,0,0,0,0,0,0,1,0,"3,409"
,,Rutland,,1,0,0,0,0,0,1,0,0,0,"14,930"
,,South Burlington,,2,1,1,0,0,0,0,1,0,3,"19,690"
,,St. Albans,,1,1,1,1,0,0,1,1,1,1,"6,788"
,,Stowe,,1,0,0,0,0,0,0,0,1,0,"4,444"
,,Winooski,,2,0,0,0,0,0,0,0,0,2,"7,341"
,Universities and Colleges,,,2,0,0,0,0,0,,,,,
,,University of Vermont,,2,0,0,0,0,0,1,0,1,0,"15,698"
,Metropolitan Counties,,,1,0,0,0,0,0,,,,,
,,Grand Isle,,1,0,0,0,0,0,0,1,0,0,
,Nonmetropolitan Counties,,,5,0,0,0,0,0,,,,,
,,Lamoille,,2,0,0,0,0,0,0,1,1,0,
,,Rutland,,1,0,0,0,0,0,0,0,1,0,
,,Windham,,2,0,0,0,0,0,0,0,2,0,
,State Police Agencies,,,10,2,1,0,0,0,,,,,
,,State Police:,New Haven,1,2,0,0,0,0,1,0,0,2,
,,,Rutland,1,0,0,0,0,0,0,0,1,0,
,,,St. Albans,1,0,0,0,0,0,0,0,1,0,
,,,Westminster,4,0,0,0,0,0,0,0,4,0,
,,,Williston,3,0,1,0,0,0,0,0,3,1,
Virginia,Total,,,123,22,23,1,0,1,,,,,
,Cities,,,44,8,9,1,0,0,,,,,
,,Alexandria,,0,1,1,0,0,0,0,1,0,1,"161,525"
,,Bedford,,1,0,0,0,0,0,0,1,0,0,"6,601"
,,Bristol,,0,1,0,0,0,0,0,0,1,0,"16,640"
,,Chesapeake,,2,0,0,0,0,0,0,1,0,1,"247,118"
,,Christiansburg,,1,0,0,0,0,0,0,0,0,1,"22,643"
,,Front Royal,,1,0,0,0,0,0,0,0,1,0,"15,387"
,,Hampton,,1,0,0,0,0,0,0,0,0,1,"134,082"
,,Harrisonburg,,0,0,1,0,0,0,1,0,0,0,"53,442"
,,Hopewell,,1,0,0,0,0,0,0,0,1,0,"22,498"
,,Leesburg,,18,4,0,0,0,0,0,16,6,0,"55,070"
,,Lynchburg,,1,0,1,0,0,0,0,0,1,1,"82,871"
,,Manassas Park,,1,0,0,0,0,0,0,1,0,0,"17,839"
,,Marion,,1,0,0,0,0,0,0,1,0,0,"5,515"
,,Newport News,,2,0,2,0,0,0,3,0,0,1,"178,896"
,,Norfolk,,1,0,1,0,0,0,0,1,1,0,"242,516"
,,Pennington Gap,,0,0,1,0,0,0,0,0,1,0,"1,705"
,,Portsmouth,,1,0,1,0,0,0,1,0,1,0,"94,205"
,,Radford,,1,0,0,0,0,0,0,0,1,0,"18,450"
,,Rich Creek,,1,0,0,0,0,0,0,0,0,1,738
,,Richmond,,1,1,0,1,0,0,0,0,1,2,"233,350"
,,South Boston,,0,0,1,0,0,0,1,0,0,0,"7,528"
,,Suffolk,,3,0,0,0,0,0,0,2,1,0,"92,881"
,,Vienna,,1,0,0,0,0,0,1,0,0,0,"16,570"
,,Vinton,,0,1,0,0,0,0,1,0,0,0,"8,117"
,,Virginia Beach,,3,0,0,0,0,0,1,2,0,0,"450,858"
,,Waynesboro,,1,0,0,0,0,0,0,0,0,1,"22,801"
,,West Point,,1,0,0,0,0,0,0,0,0,1,"3,250"
,Universities and Colleges,,,8,2,2,0,0,0,,,,,
,,Christopher Newport University,,0,0,1,0,0,0,1,0,0,0,"5,117"
,,College of William and Mary,,1,0,0,0,0,0,1,0,0,0,"9,765"
,,George Mason University,,0,1,0,0,0,0,1,0,0,0,"48,678"
,,James Madison University,,1,0,0,0,0,0,0,0,0,1,"24,152"
,,Northern Virginia Community College,,1,0,0,0,0,0,1,0,0,0,"73,642"
,,Old Dominion University,,1,0,0,0,0,0,1,0,0,0,"28,046"
,,University of Richmond,,3,1,0,0,0,0,4,0,0,0,"4,602"
,,University of Virginia,,0,0,1,0,0,0,0,0,1,0,"28,593"
,,Virginia Commonwealth University,,1,0,0,0,0,0,0,0,1,0,"33,462"
,Metropolitan Counties,,,65,10,11,0,0,1,,,,,
,,Albemarle County Police Department,,2,0,0,0,0,0,0,0,1,1,
,,Amherst,,1,0,1,0,0,0,1,0,0,1,
,,Arlington County Police Department,,1,1,0,0,0,0,1,0,1,0,
,,Augusta,,1,0,0,0,0,0,0,1,0,0,
,,Botetourt,,1,0,0,0,0,0,0,0,1,0,
,,Chesterfield County Police Department,,5,1,0,0,0,0,1,4,1,0,
,,Clarke,,2,0,0,0,0,0,0,0,2,0,
,,Fairfax County Police Department,,30,4,3,0,0,0,10,11,7,9,
,,Hanover,,3,0,0,0,0,0,0,3,0,0,
,,Henrico County Police Department,,3,0,0,0,0,0,1,0,1,1,
,,James City County Police Department,,1,0,1,0,0,0,1,0,0,1,
,,Loudoun,,6,3,3,0,0,0,3,1,6,2,
,,Montgomery,,1,0,0,0,0,0,0,0,1,0,
,,Nelson,,0,0,1,0,0,0,0,0,1,0,
,,New Kent,,1,0,0,0,0,0,0,1,0,0,
,,Powhatan,,0,1,0,0,0,0,1,0,0,0,
,,Prince William County Police Department,,1,0,0,0,0,1,0,1,1,0,
,,Rockingham,,1,0,0,0,0,0,0,1,0,0,
,,Spotsylvania,,2,0,2,0,0,0,1,0,2,1,
,,Stafford,,3,0,0,0,0,0,2,1,0,0,
,Nonmetropolitan Counties,,,2,1,1,0,0,0,,,,,
,,King George,,0,1,0,0,0,0,0,1,0,0,
,,Louisa,,1,0,0,0,0,0,0,0,1,0,
,,Orange,,1,0,0,0,0,0,0,1,0,0,
,,Patrick,,0,0,1,0,0,0,0,0,0,1,
,State Police Agencies,,,4,1,0,0,0,0,,,,,
,,State Police:,Brunswick County,1,0,0,0,0,0,0,1,0,0,
,,,Goochland County,1,0,0,0,0,0,0,0,0,1,
,,,Grayson County,0,1,0,0,0,0,1,0,0,0,
,,,Roanoke,1,0,0,0,0,0,0,0,0,1,
,,,Smyth County,1,0,0,0,0,0,0,1,0,0,
Washington,Total,,,309,52,67,5,6,23,,,,,
,Cities,,,258,36,60,4,6,15,,,,,
,,Aberdeen,,0,0,0,0,0,1,1,0,0,0,"16,744"
,,Airway Heights,,1,0,0,0,0,0,0,1,0, ,"10,010"
,,Arlington,,2,0,0,0,0,0,2,0,0,0,"20,825"
,,Auburn,,1,1,0,0,0,0,1,1,0,0,"82,779"
,,Bainbridge Island,,0,0,1,0,0,0,0,0,1,0,"25,561"
,,Bellevue,,11,2,4,0,0,1,4,3,6,5,"150,548"
,,Bellingham,,9,2,3,0,0,0,3,7,3,1,"93,629"
,,Black Diamond,,2,1,0,0,0,0,0,2,1,0,"4,858"
,,Blaine,,1,0,0,0,0,0,0,1,0,0,"5,717"
,,Bothell,,1,0,0,0,0,1,0,0,2,0,"48,323"
,,Bremerton,,2,0,0,0,0,0,0,1,0,1,"41,817"
,,Brier,,1,0,0,0,0,0,0,1,0,0,"7,055"
,,Burien,,4,0,3,0,0,0,3,2,2,0,"51,879"
,,Carnation,,0,1,0,0,0,0,0,0,1,0,"2,345"
,,Chehalis,,0,0,2,0,0,0,0,1,0,1,"7,700"
,,College Place,,1,0,0,0,0,0,0,1,0,0,"9,374"
,,Des Moines,,1,1,0,0,0,0,1,1,0,0,"32,652"
,,East Wenatchee,,0,0,1,0,0,0,1,0,0,0,"14,336"
,,Edmonds,,7,1,0,0,0,0,0,3,2,3,"42,934"
,,Ellensburg,,2,0,0,0,0,0,0,0,2,0,"21,448"
,,Everett,,11,0,3,0,1,0,2,7,3,3,"112,439"
,,Federal Way,,2,0,0,0,0,0,0,1,0,1,"97,071"
,,Fife,,1,0,0,0,0,0,0,0,1,0,"10,301"
,,Fircrest,,1,0,0,0,0,0,0,0,0,1,"6,869"
,,Granite Falls,,2,0,0,0,0,0,1,0,1,0,"4,341"
,,Hoquiam,,0,1,0,0,0,0,0,0,1,0,"8,647"
,,Issaquah,,1,1,0,0,0,0,1,0,1,0,"40,659"
,,Kent,,5,1,1,0,0,0,1,1,3,2,"133,883"
,,Kirkland,,3,1,0,0,0,0,1,0,2,1,"94,470"
,,Lacey,,0,0,1,0,0,0,1,0,0,0,"53,826"
,,Lake Stevens,,0,1,0,0,0,0,0,0,0,1,"34,600"
,,Lakewood,,1,0,0,0,0,0,0,0,0,1,"61,432"
,,Longview,,2,0,0,0,0,0,1,1,0,0,"38,629"
,,Lynnwood,,3,0,1,0,0,0,2,1,0,1,"39,517"
,,Maple Valley,,1,0,0,0,0,0,0,0,1,0,"27,736"
,,Marysville,,0,0,0,1,0,0,0,0,0,1,"71,522"
,,Mill Creek,,0,0,1,0,0,0,0,0,0,1,"21,214"
,,Moses Lake,,0,1,0,0,0,0,0,1,0,0,"24,524"
,,Mount Vernon,,1,0,0,0,0,0,0,1,0,0,"36,513"
,,Mukilteo,,1,1,0,0,0,0,0,1,1,0,"21,573"
,,Normandy Park,,1,0,0,0,0,0,1,0,0,0,"6,633"
,,Olympia,,1,0,1,0,0,0,0,0,1,1,"53,571"
,,Port Angeles,,1,1,0,0,0,0,0,1,1,0,"20,364"
,,Port Townsend,,1,0,0,0,0,0,0,1,0,0,"9,914"
,,Poulsbo,,0,1,0,0,0,0,0,0,1,0,"11,401"
,,Pullman,,2,0,0,0,0,0,1,1,0,0,"35,071"
,,Puyallup,,1,0,0,0,0,0,0,0,1,0,"42,974"
,,Quincy,,1,1,0,0,0,0,1,0,1,0,"8,183"
,,Redmond,,1,0,0,0,0,0,0,0,1,0,"74,154"
,,Renton,,4,0,0,0,0,0,0,2,0,2,"102,856"
,,Richland,,4,0,0,0,0,0,0,3,1,0,"59,370"
,,Ridgefield,,4,1,0,0,0,0,0,4,1,0,"9,835"
,,Sammamish2,,3,1,1,0,0,0,0,2,1,1,"66,878"
,,SeaTac,,2,1,0,0,0,0,0,2,1,0,"29,282"
,,Seattle2,,100,6,27,3,4,8,28,38,46,28,"771,517"
,,Sedro Woolley,,2,0,0,0,0,0,0,1,1,0,"12,189"
,,Sequim,,0,0,0,0,0,1,0,0,0,1,"7,768"
,,Shelton,,0,0,1,0,0,0,0,1,0,0,"10,749"
,,Shoreline,,5,3,1,0,0,0,1,2,3,3,"57,472"
,,Snohomish,,1,0,0,0,0,0,1,0,0,0,"10,269"
,,South Bend,,1,0,0,0,0,0,0,0,1,0,"1,706"
,,Spokane,,9,0,1,0,0,2,5,2,4,1,"223,524"
,,Spokane Valley,,3,0,0,0,0,0,1,1,0,1,"102,366"
,,Stanwood,,1,0,0,0,0,0,0,0,1,0,"7,410"
,,Tacoma,,9,0,2,0,0,0,0,3,6,2,"220,123"
,,Toppenish,,1,0,0,0,0,0,0,0,1,0,"8,792"
,,Tukwila,,1,1,1,0,0,0,1,1,1,0,"20,483"
,,Tumwater,,1,0,0,0,0,0,0,1,0,0,"24,493"
,,University Place,,1,0,0,0,0,0,0,1,0,0,"34,339"
,,Vancouver,,11,1,3,0,1,0,0,6,2,8,"186,440"
,,Walla Walla,,2,1,1,0,0,0,1,0,2,1,"32,944"
,,Westport,,1,0,0,0,0,0,0,1,0,0,"2,102"
,,Yakima,,2,2,0,0,0,1,1,0,2,2,"93,862"
,Universities and Colleges,,,1,5,1,0,0,4,,,,,
,,University of Washington,,1,5,0,0,0,3,2,1,2,4,"56,315"
,,Western Washington University,,0,0,1,0,0,1,1,1,0,0,"17,966"
,Metropolitan Counties,,,37,10,6,1,0,3,,,,,
,,Clark,,4,0,1,0,0,0,0,0,2,3,
,,Cowlitz,,0,0,0,1,0,0,0,0,0,1,
,,King2,,18,4,5,0,0,1,5,8,9,4,
,,Pierce,,3,0,0,0,0,0,0,1,1,1,
,,Skagit,,2,1,0,0,0,2,0,2,3,0,
,,Snohomish,,4,1,0,0,0,0,3,1,0,1,
